ncbi_taxid,ncbi_tax_name,ncbi_genus_id,ncbi_genus_name,ncbi_family_id,ncbi_family_name
1240418,Auchmeromyia bequaerti,226129,Auchmeromyia,7371,Calliphoridae
226130,Auchmeromyia luteola,226129,Auchmeromyia,7371,Calliphoridae
1227153,Lutzomyia cruciata,7199,Lutzomyia,7197,Psychodidae
151984,Lutzomyia gomezi,7199,Lutzomyia,7197,Psychodidae
7200,Lutzomyia longipalpis,7199,Lutzomyia,7197,Psychodidae
252639,Lutzomyia munaypata,7199,Lutzomyia,7197,Psychodidae
253233,Lutzomyia tejadai,7199,Lutzomyia,7197,Psychodidae
252621,Lutzomyia noguchii,7199,Lutzomyia,7197,Psychodidae
252635,Lutzomyia castanea,7199,Lutzomyia,7197,Psychodidae
252634,Lutzomyia caballeroi,7199,Lutzomyia,7197,Psychodidae
114598,Lutzomyia verrucarum,7199,Lutzomyia,7197,Psychodidae
252638,Lutzomyia maranonensis,7199,Lutzomyia,7197,Psychodidae
252640,Lutzomyia nevesi,7199,Lutzomyia,7197,Psychodidae
252641,Lutzomyia robusta,7199,Lutzomyia,7197,Psychodidae
2685894,Megaselia sp. 21 NMR-2019,36165,Megaselia,36164,Phoridae
2685885,Megaselia sp. 12 NMR-2019,36165,Megaselia,36164,Phoridae
2685884,Megaselia sp. 11 NMR-2019,36165,Megaselia,36164,Phoridae
1637457,Megaselia sp. XM-2015,36165,Megaselia,36164,Phoridae
27473,Australofannia sp.,27472,Australofannia,27471,Fanniidae
2021702,Euryomma peregrinum,1650677,Euryomma,27471,Fanniidae
1932623,Fannia sp. AFL-2017,95468,Fannia,27471,Fanniidae
1325558,Fannia prisca,95468,Fannia,27471,Fanniidae
392039,Fannia manicata,95468,Fannia,27471,Fanniidae
307205,Fannia canicularis,95468,Fannia,27471,Fanniidae
2708679,Senotainia navigatrix,179787,Senotainia,27474,Tachinidae
1266500,Senotainia trilineata,179787,Senotainia,27474,Tachinidae
1690308,Acemya oestriforme,1677647,Acemya,27474,Tachinidae
1677648,Acemya sp. BOLD:AAG2159,1677647,Acemya,27474,Tachinidae
2580960,Blondelia sp. ASCRU713-10,179437,Blondelia,27474,Tachinidae
2500857,Blondelia cf. eufitchiae DI165A,179437,Blondelia,27474,Tachinidae
179438,Blondelia eufitchiae,179437,Blondelia,27474,Tachinidae
2171774,Blondelia polita,179437,Blondelia,27474,Tachinidae
1036589,Blondelia hyphantriae,179437,Blondelia,27474,Tachinidae
569013,Blondelia nigripes,179437,Blondelia,27474,Tachinidae
2661491,Zaira sp. BOLD:ABZ0694,179789,Zaira,27474,Tachinidae
2579705,Zaira sp. CR 86,179789,Zaira,27474,Tachinidae
2501028,Zaira cf. georgiae JOS807.4,179789,Zaira,27474,Tachinidae
2502910,Zaira cf. georgiae JOS807.5,179789,Zaira,27474,Tachinidae
2501029,Zaira cf. georgiae T216,179789,Zaira,27474,Tachinidae
179790,Zaira arrisor,179789,Zaira,27474,Tachinidae
2004823,Vibrissina randyjonesi,179525,Vibrissina,27474,Tachinidae
1226743,Vibrissina mexicana,179525,Vibrissina,27474,Tachinidae
2500662,Vibrissina hylotomae,179525,Vibrissina,27474,Tachinidae
2336426,Vibrissina sp. BBDEC598-09,179525,Vibrissina,27474,Tachinidae
416466,Drino sp. piceiventrisDHJ04,179459,Drino,27474,Tachinidae
416465,Drino sp. piceiventrisDHJ03,179459,Drino,27474,Tachinidae
695804,Drino sp. Wood02DHJ02,179459,Drino,27474,Tachinidae
2080634,Drino inconspicuoides,179459,Drino,27474,Tachinidae
2502903,Drino sp. JKMDrino,179459,Drino,27474,Tachinidae
416425,Drino rhoeo,179459,Drino,27474,Tachinidae
179460,Drino incompta,179459,Drino,27474,Tachinidae
2500645,Phryxe prima,569079,Phryxe,27474,Tachinidae
880982,Phryxe pecosensis,569079,Phryxe,27474,Tachinidae
569080,Phryxe heraclei,569079,Phryxe,27474,Tachinidae
2330480,Lydella sp. BBDCP709-10,283929,Lydella,27474,Tachinidae
1649097,Lydella radicis,283929,Lydella,27474,Tachinidae
693698,Lydella grisescens,283929,Lydella,27474,Tachinidae
283932,Pseudoperichaeta nigrolineata,283931,Pseudoperichaeta,27474,Tachinidae
1918165,Pseudoperichaeta palesoidea,283931,Pseudoperichaeta,27474,Tachinidae
380514,Exorista larvarum,113238,Exorista,27474,Tachinidae
1155462,Exorista rustica,113238,Exorista,27474,Tachinidae
1155467,Exorista globosa,113238,Exorista,27474,Tachinidae
1155465,Exorista doddi,113238,Exorista,27474,Tachinidae
380515,Exorista aureifrons,113238,Exorista,27474,Tachinidae
380512,Exorista tubigera,113238,Exorista,27474,Tachinidae
1155470,Exorista lepis,113238,Exorista,27474,Tachinidae
179463,Exorista mella,113238,Exorista,27474,Tachinidae
191189,Exorista sorbillans,113238,Exorista,27474,Tachinidae
380513,Exorista japonica,113238,Exorista,27474,Tachinidae
2500609,Exorista trudis,113238,Exorista,27474,Tachinidae
1889966,Exorista dydas,113238,Exorista,27474,Tachinidae
380523,Parasetigena silvestris,380521,Parasetigena,27474,Tachinidae
380522,Parasetigena bicolor,380521,Parasetigena,27474,Tachinidae
2578559,Leschenaultia loewi,179486,Leschenaultia,27474,Tachinidae
2800355,Leschenaultia sp. 'uniseriata',179486,Leschenaultia,27474,Tachinidae
179487,Leschenaultia adusta,179486,Leschenaultia,27474,Tachinidae
2500932,Leschenaultia sp. ECU1208.G2,179486,Leschenaultia,27474,Tachinidae
569090,Sturmia bella,569089,Sturmia,27474,Tachinidae
1918199,Anthomyiopsis nigrisquamata,1918198,Anthomyiopsis,27474,Tachinidae
1918267,Macquartia dispar,1918266,Macquartia,27474,Tachinidae
1918270,Macquartia tessellum,1918266,Macquartia,27474,Tachinidae
1918269,Macquartia tenebricosa,1918266,Macquartia,27474,Tachinidae
1918268,Macquartia nudigena,1918266,Macquartia,27474,Tachinidae
1890908,Ateloglossa cinerea,1890907,Ateloglossa,27474,Tachinidae
2173232,Ateloglossa marginalis,1890907,Ateloglossa,27474,Tachinidae
2176037,Billaea trivittata,701468,Billaea,27474,Tachinidae
2322997,Billaea sp. BBDCP725-10,701468,Billaea,27474,Tachinidae
2322996,Billaea sp. BBDCP680-10,701468,Billaea,27474,Tachinidae
2322995,Billaea sp. BBDCM247-10,701468,Billaea,27474,Tachinidae
2171822,Billaea sp. USA JDB-2018,701468,Billaea,27474,Tachinidae
701469,Billaea triangulifera,701468,Billaea,27474,Tachinidae
1918239,Estheria petiolata,1918238,Estheria,27474,Tachinidae
1918467,Estheria nr. petiolata JP00287,1918238,Estheria,27474,Tachinidae
701465,Dinera grisescens,569035,Dinera,27474,Tachinidae
2500890,Dinera sp. IZK46,569035,Dinera,27474,Tachinidae
1053264,Dexia rustica,569033,Dexia,27474,Tachinidae
2500883,Dexia sp. TMISC002,569033,Dexia,27474,Tachinidae
1423838,Dexia vacua,569033,Dexia,27474,Tachinidae
569034,Dexia fulvifera,569033,Dexia,27474,Tachinidae
2660453,Prosena sp. BOLD:AAG2119,1918293,Prosena,27474,Tachinidae
2660452,Prosena sp. BOLD:AAG2160,1918293,Prosena,27474,Tachinidae
1918294,Prosena siberita,1918293,Prosena,27474,Tachinidae
1720629,Blepharomyia pagana,179434,Blepharomyia,27474,Tachinidae
1474341,Blepharomyia sp. BOLD:AAV0903,179434,Blepharomyia,27474,Tachinidae
179435,Blepharomyia sp. JOS-2001,179434,Blepharomyia,27474,Tachinidae
991142,Cyrtophleba nitida,991141,Cyrtophleba,27474,Tachinidae
2327079,Cyrtophleba sp. JSDIP765-10,991141,Cyrtophleba,27474,Tachinidae
2327078,Cyrtophleba sp. JSDIP054-10,991141,Cyrtophleba,27474,Tachinidae
1473610,Archytas apicifer,198637,Archytas,27474,Tachinidae
2500587,Archytas aterrimus,198637,Archytas,27474,Tachinidae
1690311,Archytas metallicus,198637,Archytas,27474,Tachinidae
198638,Archytas nivalis,198637,Archytas,27474,Tachinidae
2658375,Clausicella sp. BOLD:AAG2320,1718822,Clausicella,27474,Tachinidae
2500595,Clausicella suturata,1718822,Clausicella,27474,Tachinidae
2325386,Clausicella sp. BBDED293-10,1718822,Clausicella,27474,Tachinidae
2325384,Clausicella sp. BBDED010-10,1718822,Clausicella,27474,Tachinidae
2864162,Cleonice nitidiuscula,1918224,Cleonice,27474,Tachinidae
1918226,Cleonice keteli,1918224,Cleonice,27474,Tachinidae
1918225,Cleonice callida,1918224,Cleonice,27474,Tachinidae
1918119,Neaera atra,695903,Neaera,27474,Tachinidae
695904,Neaera sp. Wood01,695903,Neaera,27474,Tachinidae
2027855,Glaurocara flava,2027854,Glaurocara,27474,Tachinidae
1918278,Mintho rufiventris,1918277,Mintho,27474,Tachinidae
2906575,Nemoraea sapporensis,170911,Nemoraea,27474,Tachinidae
170912,Nemoraea pellucida,170911,Nemoraea,27474,Tachinidae
2027842,Nemoraea cf. pellucida JOS-2017,170911,Nemoraea,27474,Tachinidae
569019,Nemoraea takanoi,170911,Nemoraea,27474,Tachinidae
1917389,Phytomyptera nigrina,179785,Phytomyptera,27474,Tachinidae
2501176,Phytomyptera sp. 2 JOS-2019,179785,Phytomyptera,27474,Tachinidae
2501175,Phytomyptera sp. 1 JOS-2019,179785,Phytomyptera,27474,Tachinidae
2500989,Phytomyptera cf. aenea JOS914.1,179785,Phytomyptera,27474,Tachinidae
1754243,Phytomyptera vitinervis,179785,Phytomyptera,27474,Tachinidae
2181146,Phytomyptera sp. BIOUG24631-C08,179785,Phytomyptera,27474,Tachinidae
1918314,Therobia leonidei,1918313,Therobia,27474,Tachinidae
1562793,Elomyia lateralis,1562792,Elomyia,27474,Tachinidae
569038,Ectophasia rotundiventris,569037,Ectophasia,27474,Tachinidae
2171779,Ectophasia oblonga,569037,Ectophasia,27474,Tachinidae
1562789,Ectophasia crassipennis,569037,Ectophasia,27474,Tachinidae
1790234,Lasiopiophila pilosa,1790233,Lasiopiophila,28629,Piophilidae
1603422,Liopiophila varipes,1603421,Liopiophila,28629,Piophilidae
1603420,Centrophlebomyia furcata,1603419,Centrophlebomyia,28629,Piophilidae
1603417,Piophila casei,53709,Piophila,28629,Piophilidae
28631,Piophila nigriceps,53709,Piophila,28629,Piophilidae
1603418,Piophila megastigmata,53709,Piophila,28629,Piophilidae
1827033,Platystoma mandschuricum,286504,Platystoma,28632,Platystomatidae
688170,Platystoma sp. PLSP1IH,286504,Platystoma,28632,Platystomatidae
286505,Platystoma seminationis,286504,Platystoma,28632,Platystomatidae
2334262,Rivellia sp. BBDED435-10,28633,Rivellia,28632,Platystomatidae
2334261,Rivellia sp. BBDED434-10,28633,Rivellia,28632,Platystomatidae
286528,Rivellia alini,28633,Rivellia,28632,Platystomatidae
2660818,Rivellia sp. BOLD:AAG0266,28633,Rivellia,28632,Platystomatidae
1902238,Scholastes lonchifer,1902237,Scholastes,28632,Platystomatidae
1827032,Palloptera ustulata,286498,Palloptera,286447,Pallopteridae
286499,Palloptera ambusta,286498,Palloptera,286447,Pallopteridae
1262246,Palloptera umbellatarum,286498,Palloptera,286447,Pallopteridae
941329,Eukiefferiella brundini,288843,Eukiefferiella,7149,Chironomidae
903429,Eukiefferiella insolida,288843,Eukiefferiella,7149,Chironomidae
1871339,Eukiefferiella uemotoi,288843,Eukiefferiella,7149,Chironomidae
288851,Lauterborniella agrayloides,288850,Lauterborniella,7149,Chironomidae
608666,Bolitophila hybrida,52718,Bolitophila,29035,Mycetophilidae
52719,Bolitophila cinerea,52718,Bolitophila,29035,Mycetophilidae
1087809,Bolitophila sp. BOLD:AAV0668,52718,Bolitophila,29035,Mycetophilidae
2323049,Bolitophila sp. DARC400-11,52718,Bolitophila,29035,Mycetophilidae
2565946,Brachypeza bisignata,2326774,Brachypeza,29035,Mycetophilidae
2565945,Brachypeza armata,2326774,Brachypeza,29035,Mycetophilidae
2565947,Brachypeza obscura,2326774,Brachypeza,29035,Mycetophilidae
2359137,Brachypeza sp. BIOUG01544-F09,2326774,Brachypeza,29035,Mycetophilidae
2326628,Brachypeza sp. TTMDJ333-10,2326774,Brachypeza,29035,Mycetophilidae
2326627,Brachypeza sp. TTMDI1220-10,2326774,Brachypeza,29035,Mycetophilidae
1520304,Exechia seriata,397139,Exechia,29035,Mycetophilidae
2339891,Exechia similis,397139,Exechia,29035,Mycetophilidae
1601820,Exechia fusca,397139,Exechia,29035,Mycetophilidae
2372399,Exechia sp. BIOUG22714-E09,397139,Exechia,29035,Mycetophilidae
1683858,Mycetophila britannica,397146,Mycetophila,29035,Mycetophilidae
1601827,Mycetophila ichneumonea,397146,Mycetophila,29035,Mycetophilidae
1520306,Mycetophila alea,397146,Mycetophila,29035,Mycetophilidae
1749349,Phronia sp. CJB04,397119,Phronia,29035,Mycetophilidae
2333214,Phronia sp. JWDCC600-10,397119,Phronia,29035,Mycetophilidae
1891014,Phronia tenuis,397119,Phronia,29035,Mycetophilidae
2565953,Phronia biarcuata,397119,Phronia,29035,Mycetophilidae
2658998,Epicypta sp. BOLD:AAN8587,397117,Epicypta,29035,Mycetophilidae
480147,Epicypta aterrima,397117,Epicypta,29035,Mycetophilidae
2661411,Trichonta sp. BOLD:AAG4903,397122,Trichonta,29035,Mycetophilidae
1743457,Trichonta subfusca,397122,Trichonta,29035,Mycetophilidae
2363935,Trichonta sp. BIOUG22064-C01,397122,Trichonta,29035,Mycetophilidae
608663,Leptomorphus walkeri,560729,Leptomorphus,29035,Mycetophilidae
1692397,Leptomorphus hyalinus,560729,Leptomorphus,29035,Mycetophilidae
2023208,Leptomorphus sevciki,560729,Leptomorphus,29035,Mycetophilidae
1343511,Leptomorphus sp. DK-2013,560729,Leptomorphus,29035,Mycetophilidae
560730,Leptomorphus ypsilon,560729,Leptomorphus,29035,Mycetophilidae
1588148,Sciophila geniculata,1085959,Sciophila,29035,Mycetophilidae
1085960,Sciophila nigronitida,1085959,Sciophila,29035,Mycetophilidae
1601831,Sciophila pseudoflexuosa,1085959,Sciophila,29035,Mycetophilidae
1601830,Sciophila lutea,1085959,Sciophila,29035,Mycetophilidae
1343507,Sciophila thoracica,1085959,Sciophila,29035,Mycetophilidae
2746337,Sciophila rufa,1085959,Sciophila,29035,Mycetophilidae
2339118,Mycomya trilineata,608706,Mycomya,29035,Mycetophilidae
2339117,Mycomya branderi,608706,Mycomya,29035,Mycetophilidae
2339119,Mycomya trivittata,608706,Mycomya,29035,Mycetophilidae
1783339,Mycomya affinis,608706,Mycomya,29035,Mycetophilidae
2803606,Mycomya sp. TNH400,608706,Mycomya,29035,Mycetophilidae
2803605,Mycomya sp. TNH393,608706,Mycomya,29035,Mycetophilidae
2803601,Mycomya sp. TNH111,608706,Mycomya,29035,Mycetophilidae
2659993,Neoempheria sp. BOLD:AAG4911,608686,Neoempheria,29035,Mycetophilidae
2339120,Neoempheria lineola,608686,Neoempheria,29035,Mycetophilidae
2339141,Neoempheria sp. JSMC4,608686,Neoempheria,29035,Mycetophilidae
1520308,Neoempheria winnertzi,608686,Neoempheria,29035,Mycetophilidae
2331718,Neoempheria sp. BBDEC490-09,608686,Neoempheria,29035,Mycetophilidae
2331719,Neoempheria sp. BBDED896-10,608686,Neoempheria,29035,Mycetophilidae
608687,Neoempheria pictipennis,608686,Neoempheria,29035,Mycetophilidae
2900361,Symmerus pectinatus,560780,Symmerus,29035,Mycetophilidae
560781,Symmerus annulatus,560780,Symmerus,29035,Mycetophilidae
2335510,Symmerus sp. JSDIQ697-10,560780,Symmerus,29035,Mycetophilidae
2335511,Symmerus sp. TTMDI573-10,560780,Symmerus,29035,Mycetophilidae
2335513,Symmerus sp. TTMDI847-10,560780,Symmerus,29035,Mycetophilidae
1520310,Symmerus nobilis,560780,Symmerus,29035,Mycetophilidae
317808,Aedes vittatus,7158,Aedes,7157,Culicidae
1245330,Culiseta nipponica,174825,Culiseta,7157,Culicidae
332058,Culiseta annulata,174825,Culiseta,7157,Culicidae
1582038,Culiseta incidens,174825,Culiseta,7157,Culicidae
329107,Culiseta morsitans,174825,Culiseta,7157,Culicidae
1206072,Culiseta longiareolata,174825,Culiseta,7157,Culicidae
568069,Clunio marinus,315556,Clunio,7149,Chironomidae
1772169,Smittia sp. 16ES,315559,Smittia,7149,Chironomidae
1473756,Smittia sp. 8ES,315559,Smittia,7149,Chironomidae
611654,Smittia aterrima,315559,Smittia,7149,Chironomidae
315573,Smittia foliacea,315559,Smittia,7149,Chironomidae
30019,Drosophila busckii,7215,Drosophila,7214,Drosophilidae
7291,Drosophila albomicans,7215,Drosophila,7214,Drosophilidae
7258,Drosophila stonei,7215,Drosophila,7214,Drosophilidae
119223,Drosophila orientacea,7215,Drosophila,7214,Drosophilidae
7244,Drosophila virilis,7215,Drosophila,7214,Drosophilidae
125945,Drosophila biarmipes,7215,Drosophila,7214,Drosophilidae
30038,Drosophila mimetica,7215,Drosophila,7214,Drosophilidae
29030,Drosophila takahashii,7215,Drosophila,7214,Drosophilidae
51159,Drosophila lutescens,7215,Drosophila,7214,Drosophilidae
7241,Drosophila subobscura,7215,Drosophila,7214,Drosophilidae
7260,Drosophila willistoni,7215,Drosophila,7214,Drosophilidae
46791,Drosophila sucinea,7215,Drosophila,7214,Drosophilidae
126477,Drosophila fumipennis,7215,Drosophila,7214,Drosophilidae
46840,Drosophila capricorni,7215,Drosophila,7214,Drosophilidae
937275,Drosophila diamphidiopoda,7215,Drosophila,7214,Drosophilidae
46893,Drosophila adunca,7215,Drosophila,7214,Drosophilidae
2934342,Cecidomyia resinicola,1543682,Cecidomyia,33406,Cecidomyiidae
2597398,Cecidomyia pini,1543682,Cecidomyia,33406,Cecidomyiidae
153222,Contarinia vincetoxici,153220,Contarinia,33406,Cecidomyiidae
1170476,Contarinia fagi,153220,Contarinia,33406,Cecidomyiidae
153221,Contarinia asclepiadis,153220,Contarinia,33406,Cecidomyiidae
2338573,Contarinia loti,153220,Contarinia,33406,Cecidomyiidae
2045219,Contarinia quinquenotata,153220,Contarinia,33406,Cecidomyiidae
2597399,Contarinia lycii,153220,Contarinia,33406,Cecidomyiidae
1846296,Contarinia jongi,153220,Contarinia,33406,Cecidomyiidae
95972,Aphidoletes aphidimyza,95971,Aphidoletes,33406,Cecidomyiidae
1892760,Aphidoletes sp. BOLD-2016,95971,Aphidoletes,33406,Cecidomyiidae
263140,Sitodiplosis mosellana,263139,Sitodiplosis,33406,Cecidomyiidae
1579260,Asphondylia rosulata,153012,Asphondylia,33406,Cecidomyiidae
239999,Asphondylia sarothamni,153012,Asphondylia,33406,Cecidomyiidae
2338569,Asphondylia pruniperda,153012,Asphondylia,33406,Cecidomyiidae
2304200,Asphondylia pilogerminis,153012,Asphondylia,33406,Cecidomyiidae
2597396,Asphondylia acinata,153012,Asphondylia,33406,Cecidomyiidae
2528431,Asphondylia daphnandrae,153012,Asphondylia,33406,Cecidomyiidae
197032,Asphondylia gennadii,153012,Asphondylia,33406,Cecidomyiidae
240000,Asphondylia baca,153012,Asphondylia,33406,Cecidomyiidae
2874770,Asphondylia micromeriae,153012,Asphondylia,33406,Cecidomyiidae
890037,Dasineura oxycoccana,240745,Dasineura,33406,Cecidomyiidae
2338575,Dasineura trifolii,240745,Dasineura,33406,Cecidomyiidae
2338574,Dasineura kellneri,240745,Dasineura,33406,Cecidomyiidae
2597406,Dasineura sisymbrii,240745,Dasineura,33406,Cecidomyiidae
2597404,Dasineura oleae,240745,Dasineura,33406,Cecidomyiidae
