folder,filename,genus,genus_ncbi_id,tip_name,accession
./new_sequences,CO1.new_genera.fasta,Neorhynchocephalus,259248,Neorhynchocephalus_259248,MG967796.1;ncbi_family_name:Nemestrinidae;ncbi_family_id:92615
./new_sequences,CO1.new_genera.fasta,Nycteribia,633884,Nycteribia_633884,MZ380298.1;ncbi_family_name:Nycteribiidae;ncbi_family_id:81707
./new_sequences,CO1.new_genera.fasta,Pantophthalmus,124295,Pantophthalmus_124295,MG967751.1;ncbi_family_name:Pantophthalmidae;ncbi_family_id:92614
./new_sequences,CO1.new_genera.fasta,Noeeta,381362,Noeeta_381362,GQ175813.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,CO1.new_genera.fasta,Periscelis,716628,Periscelis_716628,OM314932.1;ncbi_family_name:Periscelididae;ncbi_family_id:286481
./new_sequences,CO1.new_genera.fasta,Phlebotomus,13203,Phlebotomus_13203,KF137558.1;ncbi_family_name:Psychodidae;ncbi_family_id:7197
./new_sequences,CO1.new_genera.fasta,Phytobia,414304,Phytobia_414304,EF104717.1;ncbi_family_name:Agromyzidae;ncbi_family_id:127399
./new_sequences,CO1.new_genera.fasta,Ptychoptera,209691,Ptychoptera_209691,KU379792.1;ncbi_family_name:Ptychopteridae;ncbi_family_id:79304
./new_sequences,CO1.new_genera.fasta,Pipunculus,240898,Pipunculus_240898,EU431477.1;ncbi_family_name:Pipunculidae;ncbi_family_id:43835
./new_sequences,CO1.new_genera.fasta,Polietes,559702,Polietes_559702,KF919035.1;ncbi_family_name:Muscidae;ncbi_family_id:7366
./new_sequences,CO1.new_genera.fasta,Simulium,7191,Simulium_7191,JF747285.1;ncbi_family_name:Simuliidae;ncbi_family_id:7190
./new_sequences,CO1.new_genera.fasta,Urophora,28620,Urophora_28620,DQ006878.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,CO1.new_genera.fasta,Trichocera,52759,Trichocera_52759,KT112201.1;ncbi_family_name:Trichoceridae;ncbi_family_id:52747
./new_sequences,CO1.new_genera.fasta,Stratiomys,219520,Stratiomys_219520,MT216194.1;ncbi_family_name:Stratiomyidae;ncbi_family_id:34687
./new_sequences,CO1.new_genera.fasta,Sycorax,114592,Sycorax_114592,KT946601.1;ncbi_family_name:Psychodidae;ncbi_family_id:7197
./new_sequences,CO1.new_genera.fasta,Xylophagus,219493,Xylophagus_219493,MG170682.1;ncbi_family_name:Xylophagaidae;ncbi_family_id:92613
./new_sequences,AATS.new_genera.fasta,Apiocera,160270,Apiocera_160270,KC176927.1;ncbi_family_name:Apioceridae;ncbi_family_id:50678
./new_sequences,AATS.new_genera.fasta,Pantophthalmus,124295,Pantophthalmus_124295,KC176905.1;ncbi_family_name:Pantophthalmidae;ncbi_family_id:92614
./new_sequences,AATS.new_genera.fasta,Periscelis,716628,Periscelis_716628,KC177016.1;ncbi_family_name:Periscelididae;ncbi_family_id:286481
./new_sequences,AATS.new_genera.fasta,Simulium,7191,Simulium_7191,KC176885.1;ncbi_family_name:Simuliidae;ncbi_family_id:7190
./new_sequences,CAD2.new_genera.fasta,Anastrepha,28585,Anastrepha_28585,KY428212.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,CAD2.new_genera.fasta,Phytobia,414304,Phytobia_414304,EF104802.1;ncbi_family_name:Agromyzidae;ncbi_family_id:127399
./new_sequences,COI.new_families.fasta,,,Ctenostylidae,KR262673.1;ncbi_family_name:Ctenostylidae;ncbi_family_id:1262363
./new_sequences,18S.new_genera.fasta,Anastrepha,28585,Anastrepha_28585,XR_008583276.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,18S.new_genera.fasta,Apiocera,160270,Apiocera_160270,KM878977.1;ncbi_family_name:Apioceridae;ncbi_family_id:50678
./new_sequences,18S.new_genera.fasta,Corynoneura,611344,Corynoneura_611344,HQ440579.1;ncbi_family_name:Chironomidae;ncbi_family_id:7149
./new_sequences,18S.new_genera.fasta,Hippobosca,452745,Hippobosca_452745,OQ306518.1;ncbi_family_name:Hippoboscidae;ncbi_family_id:81710
./new_sequences,18S.new_genera.fasta,Metriocnemus,137497,Metriocnemus_137497,HQ440620.1;ncbi_family_name:Chironomidae;ncbi_family_id:7149
./new_sequences,18S.new_genera.fasta,Nycteribia,633884,Nycteribia_633884,KF156695.1;ncbi_family_name:Nycteribiidae;ncbi_family_id:81707
./new_sequences,18S.new_genera.fasta,Phlebotomus,13203,Phlebotomus_13203,JQ790521.1;ncbi_family_name:Psychodidae;ncbi_family_id:7197
./new_sequences,18S.new_genera.fasta,Ptychoptera,209691,Ptychoptera_209691,KX453704.1;ncbi_family_name:Ptychopteridae;ncbi_family_id:79304
./new_sequences,18S.new_genera.fasta,Simulium,7191,Simulium_7191,FJ437566.1;ncbi_family_name:Simuliidae;ncbi_family_id:7190
./new_sequences,18S.new_genera.fasta,Urophora,28620,Urophora_28620,U01276.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,18S.new_genera.fasta,Sycorax,114592,Sycorax_114592,JF718338.1;ncbi_family_name:Psychodidae;ncbi_family_id:7197
./new_sequences,18S.new_genera.fasta,Trichocera,52759,Trichocera_52759,KC177285.1;ncbi_family_name:Trichoceridae;ncbi_family_id:52747
./new_sequences,18S.new_genera.fasta,Xylophagus,219493,Xylophagus_219493,KT316822.1;ncbi_family_name:Xylophagaidae;ncbi_family_id:92613
./new_sequences,12S_16S.new_genera.fasta,Anastrepha,28585,Anastrepha_28585,AF152077.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,12S_16S.new_genera.fasta,Callomyia,712098,Callomyia_712098,KC699335.1;ncbi_family_name:Platypezidae;ncbi_family_id:43827
./new_sequences,12S_16S.new_genera.fasta,Apiocera,160270,Apiocera_160270,KM878900.1;ncbi_family_name:Apioceridae;ncbi_family_id:50678
./new_sequences,12S_16S.new_genera.fasta,Hippobosca,452745,Hippobosca_452745,OQ306515.1;ncbi_family_name:Hippoboscidae;ncbi_family_id:81710
./new_sequences,12S_16S.new_genera.fasta,Elgiva,320938,Elgiva_320938,JN816284.1;ncbi_family_name:Sciomyzidae;ncbi_family_id:169447
./new_sequences,12S_16S.new_genera.fasta,Microchrysa,931517,Microchrysa_931517,GU947375.1;ncbi_family_name:Stratiomyidae;ncbi_family_id:34687
./new_sequences,12S_16S.new_genera.fasta,Nycteribia,633884,Nycteribia_633884,KJ131401.1;ncbi_family_name:Nycteribiidae;ncbi_family_id:81707
./new_sequences,12S_16S.new_genera.fasta,Noeeta,381362,Noeeta_381362,GQ175851.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,12S_16S.new_genera.fasta,Phlebotomus,13203,Phlebotomus_13203,KU761608.1;ncbi_family_name:Psychodidae;ncbi_family_id:7197
./new_sequences,12S_16S.new_genera.fasta,Polietes,559702,Polietes_559702,FJ025471.1;ncbi_family_name:Muscidae;ncbi_family_id:7366
./new_sequences,12S_16S.new_genera.fasta,Simulium,7191,Simulium_7191,GQ865986.1;ncbi_family_name:Simuliidae;ncbi_family_id:7190
./new_sequences,12S_16S.new_genera.fasta,Stratiomys,219520,Stratiomys_219520,GU947380.1;ncbi_family_name:Stratiomyidae;ncbi_family_id:34687
./new_sequences,12S_16S.new_genera.fasta,Trichocera,52759,Trichocera_52759,KC177458.1;ncbi_family_name:Trichoceridae;ncbi_family_id:52747
./new_sequences,12S_16S.new_genera.fasta,Urophora,28620,Urophora_28620,DQ471388.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,12S_16S.new_genera.fasta,Xylophagus,219493,Xylophagus_219493,KT316817.1;ncbi_family_name:Xylophagaidae;ncbi_family_id:92613
./new_sequences,28S.new_genera.fasta,Anastrepha,28585,Anastrepha_28585,XR_008582904.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,28S.new_genera.fasta,Apiocera,160270,Apiocera_160270,AF266252.1;ncbi_family_name:Apioceridae;ncbi_family_id:50678
./new_sequences,28S.new_genera.fasta,Elgiva,320938,Elgiva_320938,JN828261.1;ncbi_family_name:Sciomyzidae;ncbi_family_id:169447
./new_sequences,28S.new_genera.fasta,Neorhynchocephalus,259248,Neorhynchocephalus_259248,AY456155.1;ncbi_family_name:Nemestrinidae;ncbi_family_id:92615
./new_sequences,28S.new_genera.fasta,Pantophthalmus,124295,Pantophthalmus_124295,KC177680.1;ncbi_family_name:Pantophthalmidae;ncbi_family_id:92614
./new_sequences,28S.new_genera.fasta,Phlebotomus,13203,Phlebotomus_13203,KC177666.1;ncbi_family_name:Psychodidae;ncbi_family_id:7197
./new_sequences,28S.new_genera.fasta,Periscelis,716628,Periscelis_716628,GU299228.1;ncbi_family_name:Periscelididae;ncbi_family_id:286481
./new_sequences,28S.new_genera.fasta,Ptychoptera,209691,Ptychoptera_209691,FJ040542.1;ncbi_family_name:Ptychopteridae;ncbi_family_id:79304
./new_sequences,28S.new_genera.fasta,Pipunculus,240898,Pipunculus_240898,DQ496182.1;ncbi_family_name:Pipunculidae;ncbi_family_id:43835
./new_sequences,28S.new_genera.fasta,Simulium,7191,Simulium_7191,AF403820.1;ncbi_family_name:Simuliidae;ncbi_family_id:7190
./new_sequences,28S.new_genera.fasta,Trichocera,52759,Trichocera_52759,FJ040543.1;ncbi_family_name:Trichoceridae;ncbi_family_id:52747
./new_sequences,28S.new_genera.fasta,Stratiomys,219520,Stratiomys_219520,DQ168767.1;ncbi_family_name:Stratiomyidae;ncbi_family_id:34687
./new_sequences,28S.new_genera.fasta,Xylophagus,219493,Xylophagus_219493,KC177684.1;ncbi_family_name:Xylophagaidae;ncbi_family_id:92613
./new_sequences,12S_16S.new_families.fasta,,,Helosciomyzidae,AF403447.1;ncbi_family_name:Helosciomyzidae;ncbi_family_id:169446
./new_sequences,12S_16S.new_families.fasta,,,Ctenostylidae,KR262608.1;ncbi_family_name:Ctenostylidae;ncbi_family_id:1262363
./new_sequences,28S.new_families.fasta,,,Helosciomyzidae,KC177766.1;ncbi_family_name:Helosciomyzidae;ncbi_family_id:169446
./new_sequences,28S.new_families.fasta,,,Ctenostylidae,KC177745.1;ncbi_family_name:Ctenostylidae;ncbi_family_id:1262363
./new_sequences,EF1a.new_genera.fasta,Anastrepha,28585,Anastrepha_28585,MF028793.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211
./new_sequences,EF1a.new_genera.fasta,Elgiva,320938,Elgiva_320938,JN816255.1;ncbi_family_name:Sciomyzidae;ncbi_family_id:169447
./new_sequences,EF1a.new_genera.fasta,Phlebotomus,13203,Phlebotomus_13203,AF160810.1;ncbi_family_name:Psychodidae;ncbi_family_id:7197
./new_sequences,EF1a.new_genera.fasta,Polietes,559702,Polietes_559702,MN555708.1;ncbi_family_name:Muscidae;ncbi_family_id:7366
./new_sequences,EF1a.new_genera.fasta,Ptychoptera,209691,Ptychoptera_209691,GQ465785.1;ncbi_family_name:Ptychopteridae;ncbi_family_id:79304
./new_sequences,EF1a.new_genera.fasta,Simulium,7191,Simulium_7191,AF003579.1;ncbi_family_name:Simuliidae;ncbi_family_id:7190
./new_sequences,EF1a.new_genera.fasta,Stratiomys,219520,Stratiomys_219520,DQ168698.1;ncbi_family_name:Stratiomyidae;ncbi_family_id:34687
./new_sequences,CAD1.new_genera.fasta,Phlebotomus,13203,Phlebotomus_13203,FJ040596.1;ncbi_family_name:Psychodidae;ncbi_family_id:7197
./new_sequences,CAD1.new_genera.fasta,Trichocera,52759,Trichocera_52759,FJ040599.1;ncbi_family_name:Trichoceridae;ncbi_family_id:52747
./new_sequences,CAD1.new_genera.fasta,Xylophagus,219493,Xylophagus_219493,KC177134.1;ncbi_family_name:Xylophagaidae;ncbi_family_id:92613
./clean_phylotar_sequences,28S.fasta,Ablabesmyia,46216,Ablabesmyia_46216,MW378419.1;ncbi_family_name:Chironomidae;ncbi_family_id:7149;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Acletoxenus,462271,Acletoxenus_462271,JF313851.1;ncbi_family_name:Drosophilidae;ncbi_family_id:7214;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Acrocera,210245,Acrocera_210245,AY456144.1;ncbi_family_name:Acroceridae;ncbi_family_id:92616;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Aedes,7158,Aedes_7158,AF353551.1;ncbi_family_name:Culicidae;ncbi_family_id:7157;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Ainuyusurika,1165747,Ainuyusurika_1165747,MW000192.1;ncbi_family_name:Chironomidae;ncbi_family_id:7149;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Amenia,2086281,Amenia_2086281,MK070551.1;ncbi_family_name:Calliphoridae;ncbi_family_id:7371;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Androprosopa,41815,Androprosopa_41815,X89647.1;ncbi_family_name:Thaumaleidae;ncbi_family_id:41814;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Anevrina,92526,Anevrina_92526,KX529295.1;ncbi_family_name:Phoridae;ncbi_family_id:36164;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Anopheles,7164,Anopheles_7164,MW078484.1;ncbi_family_name:Culicidae;ncbi_family_id:7157;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Anthomyia,259845,Anthomyia_259845,MT809163.1;ncbi_family_name:Anthomyiidae;ncbi_family_id:30062;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Anticheta,1096047,Anticheta_1096047,JN837499.1;ncbi_family_name:Sciomyzidae;ncbi_family_id:169447;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Apatolestes,428062,Apatolestes_428062,KM243483.1;ncbi_family_name:Tabanidae;ncbi_family_id:7205;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Aphidoletes,95971,Aphidoletes_95971,MN201203.1;ncbi_family_name:Cecidomyiidae;ncbi_family_id:33406;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Aphroteniella,646259,Aphroteniella_646259,FJ570568.1;ncbi_family_name:Chironomidae;ncbi_family_id:7149;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Apocephalus,117252,Apocephalus_117252,MH318683.1;ncbi_family_name:Phoridae;ncbi_family_id:36164;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Aprionus,1819779,Aprionus_1819779,MG684663.1;ncbi_family_name:Cecidomyiidae;ncbi_family_id:33406;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Archytas,198637,Archytas_198637,MK070559.1;ncbi_family_name:Tachinidae;ncbi_family_id:27474;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Asphondylia,153012,Asphondylia_153012,OK050134.1;ncbi_family_name:Cecidomyiidae;ncbi_family_id:33406;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Astomella,210239,Astomella_210239,AY144441.1;ncbi_family_name:Acroceridae;ncbi_family_id:92616;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Atherix,124299,Atherix_124299,KM243394.1;ncbi_family_name:Athericidae;ncbi_family_id:92611;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Atrichopogon,209702,Atrichopogon_209702,GU356708.1;ncbi_family_name:Ceratopogonidae;ncbi_family_id:41819;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Auchmeromyia,226129,Auchmeromyia_226129,JQ246626.1;ncbi_family_name:Calliphoridae;ncbi_family_id:7371;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Aulogastromyia,1824990,Aulogastromyia_1824990,KT956373.1;ncbi_family_name:Lauxaniidae;ncbi_family_id:189929;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Austrothaumalea,1085085,Austrothaumalea_1085085,HQ440860.1;ncbi_family_name:Thaumaleidae;ncbi_family_id:41814;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Bactrocera,27456,Bactrocera_27456,MF141916.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Bertamyia,1445832,Bertamyia_1445832,KC699366.1;ncbi_family_name:Platypezidae;ncbi_family_id:43827;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Bibio,189978,Bibio_189978,MT446865.1;ncbi_family_name:Bibionidae;ncbi_family_id:52729;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Billaea,701468,Billaea_701468,MK070567.1;ncbi_family_name:Tachinidae;ncbi_family_id:27474;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Blepharomyia,179434,Blepharomyia_179434,AF366654.1;ncbi_family_name:Tachinidae;ncbi_family_id:27474;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Blondelia,179437,Blondelia_179437,KP954356.1;ncbi_family_name:Tachinidae;ncbi_family_id:27474;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Bolbodimyia,1547386,Bolbodimyia_1547386,KM243395.1;ncbi_family_name:Tabanidae;ncbi_family_id:7205;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Bolitophila,52718,Bolitophila_52718,MT446780.1;ncbi_family_name:Mycetophilidae;ncbi_family_id:29035;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Bombylius,219362,Bombylius_219362,AY456149.1;ncbi_family_name:Bombyliidae;ncbi_family_id:50674;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Borophaga,712093,Borophaga_712093,GU559923.1;ncbi_family_name:Phoridae;ncbi_family_id:36164;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Brachyopa,1637464,Brachyopa_1637464,KM224492.1;ncbi_family_name:Syrphidae;ncbi_family_id:34680;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Bradysia,35571,Bradysia_35571,X02482.1;ncbi_family_name:Sciaridae;ncbi_family_id:7184;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Cacoxenus,462273,Cacoxenus_462273,JF313857.1;ncbi_family_name:Drosophilidae;ncbi_family_id:7214;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Callicera,228567,Callicera_228567,EU431446.1;ncbi_family_name:Syrphidae;ncbi_family_id:34680;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Calliphora,7372,Calliphora_7372,AB466112.1;ncbi_family_name:Calliphoridae;ncbi_family_id:7371;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Callomyia,712098,Callomyia_712098,KC699375.1;ncbi_family_name:Platypezidae;ncbi_family_id:43827;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Catachlorops,1547373,Catachlorops_1547373,KM243396.1;ncbi_family_name:Tabanidae;ncbi_family_id:7205;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Cecidomyia,1543682,Cecidomyia_1543682,MN201224.1;ncbi_family_name:Cecidomyiidae;ncbi_family_id:33406;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Cephenemyia,170894,Cephenemyia_170894,MN204033.1;ncbi_family_name:Oestridae;ncbi_family_id:7387;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Ceratitis,7212,Ceratitis_7212,EU276946.1;ncbi_family_name:Tephritidae;ncbi_family_id:7211;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Chalarus,115250,Chalarus_115250,FM164696.1;ncbi_family_name:Pipunculidae;ncbi_family_id:43835;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Cheilosia,173981,Cheilosia_173981,MH430054.1;ncbi_family_name:Syrphidae;ncbi_family_id:34680;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Chironomus,7150,Chironomus_7150,AJ296805.1;ncbi_family_name:Chironomidae;ncbi_family_id:7149;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Chirosia,392044,Chirosia_392044,DQ656964.1;ncbi_family_name:Anthomyiidae;ncbi_family_id:30062;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Chrysogaster,224248,Chrysogaster_224248,EU431449.1;ncbi_family_name:Syrphidae;ncbi_family_id:34680;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Chrysomya,45449,Chrysomya_45449,FR719281.1;ncbi_family_name:Calliphoridae;ncbi_family_id:7371;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Chrysopilus,124301,Chrysopilus_124301,MK039530.1;ncbi_family_name:Rhagionidae;ncbi_family_id:92609;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Chrysops,27458,Chrysops_27458,KM243405.1;ncbi_family_name:Tabanidae;ncbi_family_id:7205;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Chymomyza,7292,Chymomyza_7292,MT662249.1;ncbi_family_name:Drosophilidae;ncbi_family_id:7214;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Cleigastra,113167,Cleigastra_113167,DQ656979.1;ncbi_family_name:Scathophagidae;ncbi_family_id:43756;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Clinocera,192484,Clinocera_192484,DQ496189.1;ncbi_family_name:Empididae;ncbi_family_id:92557;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Clusia,574057,Clusia_574057,KJ418524.1;ncbi_family_name:Clusiidae;ncbi_family_id:286472;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Clusiodes,500306,Clusiodes_500306,KJ418495.1;ncbi_family_name:Clusiidae;ncbi_family_id:286472;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Coboldia,170624,Coboldia_170624,KJ136764.1;ncbi_family_name:Scatopsidae;ncbi_family_id:52749;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Coenomyia,124305,Coenomyia_124305,AF238550.1;ncbi_family_name:Xylophagaidae;ncbi_family_id:92613;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Compsomyiops,142897,Compsomyiops_142897,FJ025504.1;ncbi_family_name:Calliphoridae;ncbi_family_id:7371;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Contarinia,153220,Contarinia_153220,MG684649.1;ncbi_family_name:Cecidomyiidae;ncbi_family_id:33406;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Copestylum,511142,Copestylum_511142,EU431450.1;ncbi_family_name:Syrphidae;ncbi_family_id:34680;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Cordilura,113132,Cordilura_113132,DQ656984.1;ncbi_family_name:Scathophagidae;ncbi_family_id:43756;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Cordylobia,226131,Cordylobia_226131,JQ246627.1;ncbi_family_name:Calliphoridae;ncbi_family_id:7371;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Coremacera,1226614,Coremacera_1226614,JN828258.1;ncbi_family_name:Sciomyzidae;ncbi_family_id:169447;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Corynoptera,1260849,Corynoptera_1260849,MK906528.1;ncbi_family_name:Sciaridae;ncbi_family_id:7184;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Culex,7174,Culex_7174,GU562875.1;ncbi_family_name:Culicidae;ncbi_family_id:7157;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Culicoides,41820,Culicoides_41820,KF826475.1;ncbi_family_name:Ceratopogonidae;ncbi_family_id:41819;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Culiseta,174825,Culiseta_174825,KF687542.1;ncbi_family_name:Culicidae;ncbi_family_id:7157;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Cuterebra,170896,Cuterebra_170896,KP954361.1;ncbi_family_name:Oestridae;ncbi_family_id:7387;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Cyrtophleba,991141,Cyrtophleba_991141,MK070605.1;ncbi_family_name:Tachinidae;ncbi_family_id:27474;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Dasineura,240745,Dasineura_240745,MG684636.1;ncbi_family_name:Cecidomyiidae;ncbi_family_id:33406;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Dasyhelea,41822,Dasyhelea_41822,X89640.1;ncbi_family_name:Ceratopogonidae;ncbi_family_id:41819;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Delphinia,43369,Delphinia_43369,AY123364.1;ncbi_family_name:Ulidiidae;ncbi_family_id:43848;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Dermatobia,115426,Dermatobia_115426,JQ246650.1;ncbi_family_name:Oestridae;ncbi_family_id:7387;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Dexia,569033,Dexia_569033,AB466103.1;ncbi_family_name:Tachinidae;ncbi_family_id:27474;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Diadocidia,560721,Diadocidia_560721,MT446785.1;ncbi_family_name:Diadocidiidae;ncbi_family_id:560752;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Dinera,569035,Dinera_569035,MK070613.1;ncbi_family_name:Tachinidae;ncbi_family_id:27474;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Diopsis,139667,Diopsis_139667,KT186678.1;ncbi_family_name:Diopsidae;ncbi_family_id:139644;phylotaR_cluster:9
./clean_phylotar_sequences,28S.fasta,Diplonevra,92534,Diplonevra_92534,KX529297.1;ncbi_family_name:Phoridae;ncbi_family_id:36164;phylotaR_cluster:9
